customer_id,full_name,age,gender,phone_number,national_id,address,employment_status,monthly_income,credit_score,is_existing_customer
CUST-4F6EE4EC,Linda Davis,42,Female,555-297-4582,XXX-XX-8901,"San Antonio, TX",Salaried,6000,670,False
CUST-4F759191,Linda Rodriguez,52,Female,555-852-9637,XXX-XX-4567,"Los Angeles, CA",Self-employed,5500,620,False
CUST-4F7C48EF,Kevin Lee,31,Male,555-842-6789,XXX-XX-4567,"San Francisco, CA",Self-employed,12000,750,False
CUST-4F82978C,Susan Davis,40,Female,555-917-4825,XXX-XX-4567,"San Francisco, CA",Salaried,8500,750,False
CUST-4F9CAD60,Ashley Green,25,Female,555-947-2581,XXX-XX-3692,"San Francisco, CA",Salaried,9500,800,False
CUST-4FA2CB84,Kevin Patel,40,Male,555-086-4291,XXX-XX-8901,"New York, NY",Self-employed,12000,750,False
CUST-4FB6D49E,Patricia Wilson,71,Female,555-159-7531,XXX-XX-2345,"Orlando, FL",Retired,3800,620,False
CUST-4FB94F8C,Ashley Davis,25,Female,555-963-2580,XXX-XX-8024,"Austin, TX",Salaried,6000,750,False
CUST-4FD38C01,Kevin Garcia,31,Male,555-852-9631,XXX-XX-0123,"San Francisco, CA",Salaried,7000,690,False
CUST-4FD65D44,Patricia Davis,71,Female,555-963-2580,XXX-XX-4567,"San Diego, CA",Retired,3000,600,False
CUST-4FDC3592,Linda Brown,70,Female,555-714-2580,XXX-XX-6789,"Orlando, FL",Retired,3500,550,False
CUST-4FDE6038,Susan Patel,35,Female,555-012-3456,XXX-XX-5791,"Dallas, TX",Self-employed,12000,820,True
CUST-4FFF3982,Jack Thompson,42,Male,555-333-4444,XXX-XX-1234,"Atlanta, GA",Unemployed,0,550,False
CUST-500A1BE5,Maria Garcia,40,Female,555-159-7531,XXX-XX-4567,"San Francisco, CA",Self-employed,8500,750,False
CUST-500C4D8B,David Kim,31,Male,555-630-7891,XXX-XX-4567,"Chicago, IL",Self-employed,9000,800,False
CUST-5010AF00,Brian Wilson,40,Male,555-159-7531,XXX-XX-8024,"New York, NY",Salaried,10000,750,True
CUST-50190E58,Ashley Green,22,Female,555-098-7654,XXX-XX-4567,"San Francisco, CA",Salaried,4800,690,False
CUST-5025E0C5,Kevin Lee,38,Male,555-112-2334,XXX-XX-0123,"San Francisco, CA",Salaried,12000,700,False
CUST-50364FA4,Ashley Green,25,Female,555-901-3579,XXX-XX-4567,"San Francisco, CA",Salaried,10000,820,False
CUST-504392F8,Maria Rodriguez,31,Female,555-628-4917,XXX-XX-8024,"San Antonio, TX",Self-employed,4500,630,False
CUST-5059260D,Linda Johnson,40,Female,555-963-2587,XXX-XX-4713,"New York, NY",Self-employed,12000,730,False
CUST-507F688C,Ashley Green,22,Female,555-947-2580,XXX-XX-4567,"San Francisco, CA",Salaried,4500,750,False
CUST-50830F3C,Kevin Lee,25,Male,555-852-3690,XXX-XX-4567,"Los Angeles, CA",Unemployed,0,550,False
CUST-5087D7C0,George Thompson,40,Male,555-112-2334,XXX-XX-9123,"New York, NY",Salaried,10000,800,True
CUST-508847D8,Linda Garcia,70,Female,555-714-8296,XXX-XX-6789,"Orlando, FL",Retired,3500,600,False
CUST-508B23B8,Maria Garcia,40,Female,555-963-2581,XXX-XX-8901,"San Francisco, CA",Salaried,12000,820,True
CUST-509D7DA7,Ethan Rodriguez,30,Male,555-111-2222,XXX-XX-8901,"San Francisco, CA",Self-employed,12000,800,False
CUST-50D4E3F2,Kevin Lee,25,Male,555-837-9456,XXX-XX-2468,"New York, NY",Unemployed,0,550,False
CUST-51256084,Grace Kim,31,Female,555-741-8526,XXX-XX-6789,"Boston, MA",Salaried,8000,750,False
CUST-514AD7BC,Anthony Davis,22,Male,555-111-2222,XXX-XX-8901,"New York, NY",Salaried,4500,620,False
CUST-514F8DF8,Linda Johnson,40,Female,555-159-7531,XXX-XX-4680,"San Francisco, CA",Self-employed,8000,670,False
CUST-515250DD,Kevin Lee,38,Male,555-031-8765,XXX-XX-8901,"New York, NY",Salaried,12000,750,False
CUST-515D0EE2,Linda Johnson,48,Female,555-963-2581,XXX-XX-8901,"San Francisco, CA",Salaried,10000,730,True
CUST-515FDF30,George Thompson,70,Male,555-836-9123,XXX-XX-0123,"Orlando, FL",Retired,3000,600,False
CUST-5178E6A8,Anthony Harris,40,Male,555-159-7531,XXX-XX-8901,"Dallas, TX",Salaried,12000,800,False
CUST-517FD241,Kevin Lee,31,Male,555-837-9452,XXX-XX-2468,"San Francisco, CA",Salaried,7500,620,False
CUST-51803E8E,Anthony Ramirez,22,Male,555-415-8379,XXX-XX-0123,"New York, NY",Salaried,4000,600,False
CUST-5184703C,Kevin Lee,38,Male,555-047-8529,XXX-XX-6789,"San Francisco, CA",Salaried,10000,750,False
CUST-51AB1D73,Ashley Davis,22,Female,555-111-2222,XXX-XX-8000,"New York, NY",Salaried,4500,690,False
CUST-51B38C18,Patricia Wilson,40,Female,555-963-8520,XXX-XX-4567,"San Francisco, CA",Self-employed,8000,750,False
CUST-51B63AF8,Maria Garcia,52,Female,555-012-3456,XXX-XX-8024,"San Antonio, TX",Salaried,7000,690,True
CUST-51C13DF3,George Thompson,70,Male,555-852-9638,XXX-XX-0123,"Orlando, FL",Retired,3200,600,False
CUST-51C34BFB,Kevin Smith,31,Male,555-895-2634,XXX-XX-1357,"New York, NY",Self-employed,12000,800,False
CUST-51DDE5EF,Kevin Rodriguez,25,Male,555-895-2631,XXX-XX-0123,"New York, NY",Salaried,5000,600,False
CUST-51ECF55D,Anthony Brown,31,Male,555-852-9630,XXX-XX-2468,"New York, NY",Self-employed,12000,750,False
CUST-5201DAF8,Kevin Davis,30,Male,555-864-2079,XXX-XX-4567,"San Francisco, CA",Salaried,10000,750,False
CUST-5211BE3A,Kevin Harris,38,Male,555-444-5555,XXX-XX-6789,"New York, NY",Unemployed,0,550,False
CUST-5214BE78,Henry Brown,40,Male,555-842-9637,XXX-XX-5791,"Denver, CO",Unemployed,0,550,False
CUST-521CF194,George Thompson,50,Male,555-041-7392,XXX-XX-6802,"New York, NY",Unemployed,0,550,False
CUST-52217EE7,George Thompson,58,Male,555-268-4019,XXX-XX-9135,"Orlando, FL",Unemployed,2800,550,False
CUST-523523B2,Patricia Garcia,40,Female,555-852-9630,XXX-XX-2468,"Chicago, IL",Salaried,8000,750,False
CUST-52390C90,Ashley Green,26,Female,555-012-3456,XXX-XX-6802,"New York, NY",Salaried,10000,800,False
CUST-5246AFE5,Patricia Wilson,70,Female,555-951-7408,XXX-XX-4567,"Orlando, FL",Retired,3000,600,False
CUST-524F9D4C,George Thompson,58,Male,555-963-2587,XXX-XX-5678,"Orlando, FL",Retired,3800,620,False
CUST-5258E0AE,George Wilson,40,Male,555-268-4917,XXX-XX-3456,"New York, NY",Salaried,10000,750,True
CUST-525CB0FC,Linda Rodriguez,50,Female,555-734-8592,XXX-XX-6789,"Chicago, IL",Salaried,8000,700,True
CUST-527DA307,Grace Rodriguez,31,Female,555-732-8495,XXX-XX-6789,"Dallas, TX",Self-employed,9000,800,False
CUST-52828017,George Thompson,68,Male,555-809-2536,XXX-XX-0123,"San Diego, CA",Retired,4500,600,True
CUST-529C145A,Henry Brown,40,Male,555-843-9567,XXX-XX-1234,"Phoenix, AZ",Salaried,7000,690,False
CUST-529C30E9,Michael Smith,30,Male,555-895-2634,XXX-XX-8901,"Chicago, IL",Self-employed,9000,750,False
CUST-52A1107C,Kevin Lee,25,Male,555-892-3741,XXX-XX-0123,"New York, NY",Unemployed,0,550,False
CUST-52B0B969,Linda Garcia,40,Female,555-825-9374,XXX-XX-4567,"Chicago, IL",Self-employed,6000,620,False
CUST-52C7586B,Brenda Smith,40,Female,555-963-2580,XXX-XX-4713,"San Francisco, CA",Salaried,7000,690,True
CUST-52D70971,John Smith,62,Male,555-638-2947,XXX-XX-4680,"Denver, CO",Retired,3800,620,False
CUST-52EB5497,Kevin O'Connell,31,Male,555-852-7410,XXX-XX-0123,"New York, NY",Self-employed,12000,800,False
CUST-52F89F38,Michael Davis,45,Male,555-369-1212,XXX-XX-3456,"Austin, TX",Self-employed,9000,680,False
CUST-530A0539,Patricia Wilson,68,Female,555-159-7531,XXX-XX-6912,"Orlando, FL",Retired,3500,620,False
CUST-5315E510,Maria Garcia,31,Female,555-963-8520,XXX-XX-3579,"San Francisco, CA",Self-employed,10000,790,False
CUST-5318C703,Maria Rodriguez,31,Female,555-789-0123,XXX-XX-2468,"Los Angeles, CA",Self-employed,9000,750,False
CUST-53424892,Isabelle Taylor,22,Female,555-954-0678,XXX-XX-5678,"Seattle, WA",Salaried,4000,700,False
CUST-53646508,Maria Rodriguez,42,Female,555-714-9638,XXX-XX-2468,"Los Angeles, CA",Self-employed,6000,620,False
CUST-5371B2DC,Maria Hernandez,48,Female,555-951-7834,XXX-XX-5678,"New York, NY",Salaried,12000,800,False
CUST-537973EF,Linda Garcia,71,Female,555-159-7531,XXX-XX-4680,"Orlando, FL",Retired,3000,600,False
CUST-5384072F,Frank Miller,55,Male,555-555-1212,XXX-XX-1122,"Dallas, TX",Self-employed,12000,700,False
CUST-539708F3,George Peterson,42,Male,555-101-2131,XXX-XX-8901,"Atlanta, GA",Unemployed,0,550,False
CUST-539AB9B8,Kevin O'Connell,30,Male,555-849-2736,XXX-XX-4567,"San Francisco, CA",Salaried,10000,800,False
CUST-539D651D,James Thompson,22,Male,555-478-2198,XXX-XX-6802,"New York, NY",Unemployed,0,550,False
CUST-53A8150D,Anthony Davis,32,Male,555-111-2222,XXX-XX-2345,"New York, NY",Salaried,10000,800,False
CUST-53AC70AA,Linda Garcia,52,Female,555-714-9632,XXX-XX-2468,"Los Angeles, CA",Self-employed,5500,620,False
CUST-53DF6AD7,George Wilson,22,Male,555-159-3570,XXX-XX-0246,"New York, NY",Unemployed,0,550,False
CUST-53E02EB1,Linda Rodriguez,52,Female,555-630-9753,XXX-XX-2468,"Los Angeles, CA",Salaried,12000,750,False
CUST-53E58E08,Maria Garcia,52,Female,555-914-7852,XXX-XX-6789,"San Antonio, TX",Salaried,6000,700,True
CUST-5403D5ED,Brenda Wilson,40,Female,555-159-7534,XXX-XX-8026,"San Diego, CA",Self-employed,12000,800,False
CUST-541D9290,Kevin Lee,25,Male,555-852-9630,XXX-XX-1234,"New York, NY",Unemployed,0,550,False
CUST-542A3875,Ashley Davis,22,Female,555-951-7482,XXX-XX-6802,"New York, NY",Salaried,4500,670,False
CUST-54639A58,Ashley Davis,22,Female,555-714-8529,XXX-XX-6789,"Los Angeles, CA",Salaried,4500,650,False
CUST-548E592A,Ashley Rodriguez,22,Female,555-714-2896,XXX-XX-6789,"Los Angeles, CA",Salaried,4500,650,False
CUST-5497962A,George Thompson,50,Male,555-086-4291,XXX-XX-6789,"New York, NY",Salaried,12000,820,True
CUST-549E16DD,Ashley Davis,25,Female,555-963-1470,XXX-XX-8024,"Austin, TX",Salaried,6000,750,False
CUST-54A616A8,Maria Hernandez,40,Female,555-963-2580,XXX-XX-4714,"San Antonio, TX",Salaried,5500,700,True
CUST-54A74CFC,Kevin Lee,28,Male,555-627-9384,XXX-XX-1357,"Chicago, IL",Salaried,9000,800,False
CUST-54C6798A,George Thompson,50,Male,555-258-3690,XXX-XX-0123,"Baltimore, MD",Unemployed,0,550,False
CUST-54D53B6D,Kevin Lee,25,Male,555-837-9246,XXX-XX-4680,"New York, NY",Unemployed,0,550,False
CUST-54EB6A07,George Thompson,71,Male,555-852-9631,XXX-XX-4713,"San Diego, CA",Retired,3500,600,False
CUST-550B672F,Kevin Lee,25,Male,555-837-9246,XXX-XX-0123,"New York, NY",Unemployed,0,550,False
CUST-5510CE46,Henry Wilson,72,Male,555-852-3691,XXX-XX-0123,"Phoenix, AZ",Retired,3500,620,False
CUST-551DA468,Kevin Patel,39,Male,555-159-7532,XXX-XX-8901,"San Francisco, CA",Self-employed,12000,730,False
CUST-554F132D,Anthony Davis,22,Male,555-111-2222,XXX-XX-3434,"New York, NY",Salaried,5000,650,False
CUST-55571172,Jack Wilson,42,Male,555-012-3456,XXX-XX-9123,"Denver, CO",Unemployed,0,550,False
CUST-555AC1F1,George Thompson,58,Male,555-407-2654,XXX-XX-6789,"Orlando, FL",Retired,3800,600,False
CUST-556A5290,Linda Rodriguez,52,Female,555-793-2581,XXX-XX-4680,"Los Angeles, CA",Self-employed,5500,620,False
CUST-55905ABE,David Rodriguez,38,Male,555-555-1212,XXX-XX-1122,"Phoenix, AZ",Salaried,7000,750,True
CUST-55AE821F,George Thompson,70,Male,555-963-2581,XXX-XX-4713,"Orlando, FL",Retired,3500,600,False
CUST-55B37242,Ashley Davis,26,Female,555-963-2587,XXX-XX-8901,"San Francisco, CA",Unemployed,0,580,False
CUST-55BE428F,Anthony Garcia,31,Male,555-852-9637,XXX-XX-4567,"San Francisco, CA",Salaried,8000,750,False
CUST-55C9F1B3,George Wilson,72,Male,555-837-9246,XXX-XX-1234,"Orlando, FL",Retired,3200,580,False
CUST-55DD0D6E,Ashley Green,25,Female,555-417-2853,XXX-XX-6804,"New York, NY",Salaried,10000,820,False
CUST-55F2FFB7,Ashley Green,22,Female,555-951-7483,XXX-XX-4567,"New York, NY",Salaried,4500,620,False
CUST-55FA8FA6,George Thompson,71,Male,555-417-2963,XXX-XX-8039,"Orlando, FL",Retired,3200,550,False
CUST-55FD24C6,Ashley Taylor,22,Female,555-456-7890,XXX-XX-6789,"New York, NY",Salaried,5000,750,False
CUST-560C851D,Patricia Wilson,68,Female,555-017-4286,XXX-XX-4567,"Orlando, FL",Retired,3800,600,False
CUST-5624915E,Ashley Brown,22,Female,555-159-7538,XXX-XX-8024,"New York, NY",Salaried,4500,620,False
CUST-5627A7FB,Kevin Lee,22,Male,555-840-6273,XXX-XX-1234,"New York, NY",Salaried,4500,600,False
CUST-563D9402,George Thompson,50,Male,555-159-7530,XXX-XX-2468,"New York, NY",Salaried,12000,800,True
CUST-56428A37,Kevin Lee,38,Male,555-026-4824,XXX-XX-8901,"New York, NY",Salaried,12000,700,False
CUST-564837DE,Ashley Rodriguez,22,Female,555-741-8529,XXX-XX-6789,"Los Angeles, CA",Salaried,4500,620,False
CUST-5650ADC6,Anthony Ramirez,29,Male,555-112-2345,XXX-XX-9135,"New York, NY",Salaried,10000,800,False
CUST-5658E446,Jack Thompson,50,Male,555-086-4297,XXX-XX-8901,"Phoenix, AZ",Salaried,10000,820,True
CUST-565EC38F,Michael Brown,30,Male,555-852-9630,XXX-XX-4680,"Los Angeles, CA",Salaried,8000,750,True
CUST-5669BB41,Anthony Davis,29,Male,555-086-4209,XXX-XX-8024,"New York, NY",Self-employed,12000,790,False
CUST-5673805B,Maria Rodriguez,40,Female,555-714-2896,XXX-XX-4680,"Los Angeles, CA",Self-employed,5500,580,False
CUST-56921F79,Kevin Thompson,30,Male,555-111-2222,XXX-XX-6789,"San Francisco, CA",Self-employed,12000,800,False
CUST-5693038B,Ashley Green,25,Female,555-913-7531,XXX-XX-8024,"San Francisco, CA",Salaried,10000,800,False
CUST-5697DDB1,Isabelle Garcia,22,Female,555-914-7305,XXX-XX-8024,"Boston, MA",Salaried,4000,700,False
CUST-569EAF1B,Patricia Rodriguez,68,Female,555-917-4052,XXX-XX-3456,"Los Angeles, CA",Retired,3500,580,False
CUST-56AE5853,Maria Garcia,48,Female,555-555-5555,XXX-XX-3692,"New York, NY",Salaried,10000,690,False
CUST-56B5897A,Grace Anderson,31,Female,555-734-0295,XXX-XX-6789,"San Antonio, TX",Self-employed,5000,620,False
CUST-56C794C8,Kevin Lee,25,Male,555-842-1639,XXX-XX-4680,"New York, NY",Salaried,10000,750,False
CUST-56CCCA06,Linda Rodriguez,42,Female,555-714-9358,XXX-XX-6789,"Los Angeles, CA",Self-employed,6000,700,False
CUST-56ED8D38,George Thompson,70,Male,555-864-2070,XXX-XX-4682,"Orlando, FL",Retired,3500,580,False
CUST-56F67903,Kevin O'Connell,31,Male,555-444-5555,XXX-XX-9123,"San Francisco, CA",Self-employed,12000,810,False
CUST-56FEABD0,Maria Garcia,48,Female,555-917-2835,XXX-XX-6802,"New York, NY",Salaried,10000,730,False
CUST-57098938,Linda Wilson,71,Female,555-555-5555,XXX-XX-5678,"Seattle, WA",Retired,3500,620,False
CUST-570F49BD,George Thompson,55,Male,555-112-2345,XXX-XX-8901,"Dallas, TX",Unemployed,0,550,False
CUST-571C2AAD,George Thompson,71,Male,555-625-8397,XXX-XX-2345,"Orlando, FL",Retired,3500,580,False
CUST-5734BDB2,Kevin Thompson,31,Male,555-112-4455,XXX-XX-0123,"San Francisco, CA",Salaried,12000,820,True
CUST-57469C17,Kevin Garcia,30,Male,555-852-9637,XXX-XX-4567,"San Francisco, CA",Salaried,10000,800,False
CUST-5760FB27,Brian Thompson,40,Male,555-268-4918,XXX-XX-8901,"San Francisco, CA",Salaried,10000,800,True
CUST-576C41E2,Kevin Lee,38,Male,555-047-2963,XXX-XX-1357,"New York, NY",Salaried,12000,750,False
CUST-5773E6A2,Linda Rodriguez,40,Female,555-714-9632,XXX-XX-8901,"Los Angeles, CA",Self-employed,5500,580,False
CUST-577B9C0E,Susan Johnson,40,Female,555-963-2581,XXX-XX-8901,"New York, NY",Self-employed,12000,730,True
CUST-578331A3,Kevin Lee,25,Male,555-852-9637,XXX-XX-0246,"New York, NY",Salaried,12000,750,False
CUST-57969E66,Maria Garcia,52,Female,555-975-3184,XXX-XX-4680,"San Antonio, TX",Salaried,6000,700,True
CUST-5798B78B,Kevin Garcia,30,Male,555-852-1470,XXX-XX-2580,"San Francisco, CA",Salaried,6000,600,False
CUST-57ABA814,George Wilson,42,Male,555-456-7890,XXX-XX-1234,"Dallas, TX",Unemployed,0,550,False
CUST-57AF1D15,Brian Thompson,40,Male,555-264-9173,XXX-XX-0123,"San Francisco, CA",Salaried,12000,750,True
CUST-57BA2337,Anthony Brown,30,Male,555-895-2631,XXX-XX-0123,"Los Angeles, CA",Salaried,12000,800,False
CUST-57CC03BE,Ashley Davis,29,Female,555-951-7408,XXX-XX-4567,"New York, NY",Salaried,12000,800,False
CUST-57D6E763,Kevin Harris,38,Male,555-159-3571,XXX-XX-8901,"New York, NY",Unemployed,0,550,False
CUST-57FC6C28,Ashley Rodriguez,22,Female,555-741-8526,XXX-XX-6789,"Los Angeles, CA",Salaried,4500,690,False
CUST-580B3C5B,Susan White,70,Female,555-734-9502,XXX-XX-4567,"Orlando, FL",Retired,3500,600,False
CUST-5813A04C,Maria Garcia,52,Female,555-947-3856,XXX-XX-6802,"San Antonio, TX",Salaried,7000,700,True
CUST-581E7589,Linda Brown,48,Female,555-731-8426,XXX-XX-2468,"Los Angeles, CA",Self-employed,5500,600,False
CUST-584FF921,Henry Wilson,40,Male,555-897-4652,XXX-XX-1237,"Miami, FL",Self-employed,7000,690,False
CUST-586D216D,Anthony Garcia,31,Male,555-852-1470,XXX-XX-2345,"New York, NY",Self-employed,9000,750,False
CUST-58711854,George Thompson,52,Male,555-159-3570,XXX-XX-8901,"Dallas, TX",Self-employed,10000,730,True
CUST-587428C6,Isabella Rodriguez,22,Female,555-956-7890,XXX-XX-4567,"Austin, TX",Salaried,3800,750,False
CUST-587E53BE,George Thompson,55,Male,555-789-0123,XXX-XX-1357,"Chicago, IL",Salaried,8000,620,False
CUST-588F3528,Kevin Thompson,50,Male,555-112-2334,XXX-XX-8901,"Dallas, TX",Unemployed,0,550,False
CUST-58A79858,George Thompson,58,Male,555-159-7531,XXX-XX-2468,"Orlando, FL",Retired,4000,620,False
CUST-58A8DD80,Kevin Lee,30,Male,555-895-0614,XXX-XX-1234,"New York, NY",Salaried,12000,750,False
CUST-58D401E0,Kevin Thompson,31,Male,555-852-9630,XXX-XX-0123,"San Francisco, CA",Self-employed,12000,800,True
CUST-58D7496A,Grace Kim,31,Female,555-714-2896,XXX-XX-2468,"San Francisco, CA",Salaried,8000,800,False
CUST-58DE6636,George Thompson,50,Male,555-926-8547,XXX-XX-3692,"New York, NY",Salaried,12000,820,True
CUST-58E0F038,Henry Brown,40,Male,555-845-1627,XXX-XX-0123,"Denver, CO",Self-employed,12000,750,False
CUST-58FECF00,Michael Davis,48,Male,555-369-1212,XXX-XX-XXXX,"Miami, FL",Unemployed,0,550,False
CUST-59016269,Kevin Lee,31,Male,555-847-9631,XXX-XX-2468,"San Francisco, CA",Self-employed,12000,750,False
CUST-59040C76,Linda Rodriguez,40,Female,555-753-1928,XXX-XX-6789,"Los Angeles, CA",Self-employed,5500,620,False
CUST-59141B61,Kevin Lee,31,Male,555-864-2097,XXX-XX-1234,"San Francisco, CA",Self-employed,12000,820,False
CUST-5929AD38,Ashley Brown,22,Female,555-906-4182,XXX-XX-4567,"New York, NY",Salaried,4800,690,False
CUST-5942E7B1,Brenda Smith,48,Female,555-951-0234,XXX-XX-4567,"San Francisco, CA",Salaried,8000,750,True
CUST-594BCE21,Patricia Wilson,70,Female,555-016-2784,XXX-XX-4680,"Orlando, FL",Retired,3000,700,True
CUST-595C3F40,Kevin Patel,31,Male,555-852-7410,XXX-XX-0123,"San Francisco, CA",Self-employed,12000,820,False
CUST-5973978A,Kevin Lee,40,Male,555-111-2222,XXX-XX-6789,"San Francisco, CA",Salaried,12000,820,True
CUST-59749FF5,William Davis,50,Male,555-847-9632,XXX-XX-0246,"Chicago, IL",Self-employed,12000,750,True
CUST-597937E1,Linda Rodriguez,52,Female,555-731-9524,XXX-XX-6789,"Los Angeles, CA",Self-employed,5500,620,False
CUST-598B3A7E,Maria Rodriguez,40,Female,555-714-2896,XXX-XX-6789,"Los Angeles, CA",Self-employed,5500,620,False
CUST-598D7B77,Brian Thompson,31,Male,555-086-4209,XXX-XX-8901,"Dallas, TX",Salaried,12000,820,False
CUST-59BE1A61,Linda Johnson,40,Female,555-963-2587,XXX-XX-4567,"San Francisco, CA",Self-employed,12000,800,True
CUST-59D0876F,Maria Silva,55,Female,555-481-5169,XXX-XX-7890,"Phoenix, AZ",Salaried,8000,750,True
CUST-5A113626,Kevin Rodriguez,22,Male,555-891-2345,XXX-XX-4680,"New York, NY",Unemployed,0,550,False
CUST-5A271AF0,Ashley Green,25,Female,555-918-4725,XXX-XX-5678,"San Francisco, CA",Salaried,9500,800,False
CUST-5A6B3C41,George Wilson,70,Male,555-111-2222,XXX-XX-0001,"Orlando, FL",Retired,3000,550,False
CUST-5A720B36,Patricia Davis,71,Female,555-734-9502,XXX-XX-6789,"Orlando, FL",Retired,3500,620,False
CUST-5A741274,Frank Miller,55,Male,555-567-8901,XXX-XX-1357,"Houston, TX",Self-employed,12000,700,False
CUST-5A863BC4,George Thompson,70,Male,555-456-7890,XXX-XX-0123,"Orlando, FL",Retired,3500,550,False
CUST-5A8F015B,Linda Davis,40,Female,555-918-7352,XXX-XX-8024,"San Diego, CA",Salaried,7000,690,False
CUST-5A969F04,Ashley Davis,22,Female,555-111-2222,XXX-XX-6789,"New York, NY",Salaried,4500,600,False
CUST-5AA4CD28,Anthony Reyes,22,Male,555-012-3456,XXX-XX-9876,"Orlando, FL",Salaried,4500,670,False
CUST-5AE9F358,George Thompson,70,Male,555-895-0123,XXX-XX-4567,"San Diego, CA",Retired,3500,580,False
CUST-5AEBD995,Kevin Patel,40,Male,555-012-3456,XXX-XX-9876,"San Francisco, CA",Self-employed,12000,800,True
CUST-5AF16D8D,Michael Davis,32,Male,555-867-5309,XXX-XX-0246,"Chicago, IL",Self-employed,9000,750,False
CUST-5AFAC251,Maria Hernandez,48,Female,555-210-9876,XXX-XX-4567,"New York, NY",Salaried,10000,730,False
CUST-5B0B0434,Kevin Rodriguez,22,Male,555-895-0614,XXX-XX-1234,"New York, NY",Unemployed,0,550,False
CUST-5B0FFB72,John Smith,35,Male,555-086-4201,XXX-XX-8901,"San Francisco, CA",Salaried,12000,820,False
CUST-5B2FAF5C,David Wilson,25,Male,555-605-2849,XXX-XX-1357,"Los Angeles, CA",Salaried,8000,800,False
CUST-5B31D370,Frank Green,55,Male,555-625-8429,XXX-XX-2468,"Phoenix, AZ",Self-employed,12000,800,True
CUST-5B32CF31,Ashley Wilson,22,Female,555-753-0987,XXX-XX-1357,"Los Angeles, CA",Salaried,4500,690,False
CUST-5B6132E5,Ethan Bell,28,Male,555-714-2583,XXX-XX-1357,"Portland, OR",Salaried,6000,700,False
CUST-5B77596C,Ashley Green,25,Female,555-159-3570,XXX-XX-4567,"San Francisco, CA",Salaried,9500,820,False
CUST-5B7763FF,Patricia Wilson,70,Female,555-952-6789,XXX-XX-4567,"San Diego, CA",Retired,3000,600,False
CUST-5B82FCC3,Anthony Ramirez,22,Male,555-417-9268,XXX-XX-3691,"New York, NY",Salaried,4000,600,False
CUST-5B8C2A0A,Ashley Brown,22,Female,555-417-3064,XXX-XX-2345,"New York, NY",Salaried,4500,690,False
CUST-5B97633F,Ethan Ramirez,22,Male,555-111-2222,XXX-XX-0001,"New York, NY",Salaried,4500,620,False
CUST-5B9F364E,Ashley Green,25,Female,555-012-3456,XXX-XX-8901,"New York, NY",Salaried,10000,800,False
CUST-5BA02F87,Maria Garcia,40,Female,555-918-7359,XXX-XX-8901,"San Francisco, CA",Self-employed,12000,800,False
CUST-5BA0E6B2,Ashley Davis,22,Female,555-901-2345,XXX-XX-8901,"New York, NY",Salaried,5000,750,False
CUST-5BAE3A55,Linda Garcia,42,Female,555-963-2580,XXX-XX-6925,"Los Angeles, CA",Self-employed,8000,750,False
CUST-5BD88BD9,Anthony Davis,31,Male,555-159-3570,XXX-XX-8024,"New York, NY",Salaried,15000,820,False
CUST-5BE3B26D,Ashley Johnson,26,Female,555-159-7532,XXX-XX-4567,"New York, NY",Unemployed,0,550,False
CUST-5BFFF835,David Garcia,30,Male,555-847-9632,XXX-XX-1234,"New York, NY",Salaried,10000,800,False
CUST-5C0139D4,Susan Williams,40,Female,555-963-2587,XXX-XX-8024,"San Francisco, CA",Self-employed,12000,730,True
CUST-5C01FD6B,Kevin Rodriguez,22,Male,555-847-9630,XXX-XX-0123,"New York, NY",Salaried,4800,600,False
CUST-5C0EBFAA,Patricia Wilson,68,Female,555-159-7538,XXX-XX-4567,"Orlando, FL",Retired,3800,620,False
CUST-5C1EB278,Kevin Lee,25,Male,555-890-1234,XXX-XX-4680,"New York, NY",Salaried,10000,750,False
CUST-5C2C058F,Ashley Green,22,Female,555-963-2587,XXX-XX-8901,"New York, NY",Salaried,4800,650,False
CUST-5C401525,Patricia Rodriguez,55,Female,555-481-5165,XXX-XX-XXXX,"Chicago, IL",Salaried,12000,810,True
CUST-5C4FEA34,George Harris,58,Male,555-042-7935,XXX-XX-8024,"Dallas, TX",Retired,4500,600,False
CUST-5C60761D,Michael Brown,30,Male,555-800-5555,XXX-XX-2345,"Los Angeles, CA",Salaried,8000,750,False
CUST-5C66F801,Kevin Lee,25,Male,555-842-1639,XXX-XX-8024,"New York, NY",Unemployed,0,550,False
CUST-5C7929E5,Maria Garcia,40,Female,555-918-2736,XXX-XX-6802,"New York, NY",Salaried,9500,730,False
CUST-5C923BAE,Anthony Brown,31,Male,555-852-9631,XXX-XX-4711,"San Francisco, CA",Self-employed,12000,750,False
CUST-5C9A9F75,Kevin Thompson,31,Male,555-845-9637,XXX-XX-0123,"New York, NY",Self-employed,12000,800,True
CUST-5CD4104E,Patricia Wilson,68,Female,555-111-2222,XXX-XX-3344,"Orlando, FL",Retired,3500,580,False
CUST-5CEAA125,Ashley Davis,22,Female,555-951-7890,XXX-XX-8901,"New York, NY",Salaried,4500,690,False
CUST-5CFA8F1C,Ashley Green,25,Female,555-951-7531,XXX-XX-8024,"San Francisco, CA",Salaried,10000,820,False
CUST-5CFCE781,Henry Wilson,72,Male,555-789-0123,XXX-XX-5566,"Phoenix, AZ",Retired,3500,600,False
